OTUID	MNAW0514.1	MNAW0514.2	MNAW0515.1	MNAW0515.2	MNAW0914.1	MNAW0914.2	MNAW0915.1	MNAW0915.2	MNAW1214.1	MNAW1214.2	NAW0514.1	NAW0514.2	NAW0515.1	NAW0515.2	NAW0914.1	NAW0914.2	NAW0915.1	NAW0915.2	NAW1214.1	NAW1214.2	NSAIW0514.1	NSAIW0514.2	NSAIW0515.1	NSAIW0515.2	NSAIW0914.1	NSAIW0914.2	NSAIW0915.1	NSAIW0915.2	NSAIW1214.1	NSAIW1214.2	NSDW0514.1	NSDW0514.2	NSDW0515.1	NSDW0515.2	NSDW0914.1	NSDW0914.2	NSDW0915.1	NSDW0915.2	NSDW1214.1	NSDW1214.2
zASV1	8	144	189	552	107	4029	2034	2077	7075	4241	2	9	322	612	2298	1033	11015	3299	4329	2597	6	1	2902	751	1243	1114	6774	2729	11628	9429	34	4	2284	2462	992	31325	1619	3659	19924	8311
zASV10	152	1210	16	291	20	12	284	370	51	1494	121	63	61	422	89	110	6	14	539	406	1420	1281	69	355	849	169	62	39	101	14983	3014	1306	53	30	5472	4258	14	16	1655	14288
zASV100	79	0	16	57	17	11	121	250	91	57	43	14	103	139	33	18	45	70	97	86	6	2	1	12	4	4	10	9	2	1	2	5	1	2	0	27	4	8	5	0
zASV1000	0	0	0	3	8	1	5	7	8	1	6	6	1	1	12	11	2	4	7	7	307	240	6	13	10	9	34	23	11	18	18	6	10	0	4	30	24	8	16	12
zASV1001	14	0	2	12	5	2	12	14	15	5	6	3	16	13	9	10	1	10	10	4	16	5	1	6	13	1	30	26	31	1	5	10	11	5	3	73	16	11	10	0
zASV1003	181	111	16	55	18	31	86	123	49	32	41	22	82	94	55	49	73	130	85	74	38	20	14	29	10	2	24	14	32	2	66	15	30	12	2	104	14	17	25	11
zASV1004	2	0	2	6	4	2	9	21	17	3	2	6	2	5	4	0	3	8	12	15	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	9	1	0	2	0
zASV1005	87	0	3	13	8	9	59	93	31	9	15	10	17	24	21	12	17	39	22	17	18	6	9	16	17	10	16	20	25	6	10	2	3	3	5	33	3	1	2	1
zASV1006	3	0	0	12	2	2	6	16	5	1	5	0	7	11	5	12	14	23	6	8	4	4	2	1	3	0	2	5	0	2	3	6	2	2	0	15	2	2	6	1
zASV1007	3	0	7	17	3	3	39	50	17	8	6	0	9	13	26	9	10	22	11	3	0	0	7	3	1	6	3	5	2	1	0	0	0	1	0	9	1	0	0	1
zASV1008	82	39	20	29	14	9	23	47	29	32	11	5	77	98	28	24	29	42	26	39	28	11	8	13	4	5	23	8	13	1	12	11	5	8	1	57	21	16	7	5
zASV1009	97	0	12	65	29	16	226	326	121	59	16	11	89	101	13	19	43	95	71	46	14	10	24	29	20	16	64	46	23	4	10	8	2	1	6	66	14	15	8	7
zASV101	156	0	4	46	29	26	149	253	45	16	168	121	20	16	169	165	29	83	35	31	4	3	5	1	6	4	2	6	0	1	4	4	2	2	0	17	2	2	1	1
zASV1010	93	21	39	88	15	29	81	173	80	48	6	11	107	125	29	33	32	40	48	38	47	55	32	54	43	18	120	110	69	37	36	41	81	47	20	493	106	58	75	24
zASV1011	19	5	1	5	4	2	15	28	9	7	42	31	2	9	6	2	10	9	8	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
zASV1012	3	25	7	16	6	8	12	23	32	22	0	0	99	93	20	10	53	148	50	33	0	0	3	2	2	1	4	3	4	0	0	1	5	0	0	12	2	4	0	0
zASV1013	30	84	29	135	7	16	44	89	125	69	7	1	46	55	10	15	11	27	98	78	0	0	10	23	9	21	9	4	7	0	0	0	1	0	0	9	0	1	1	0
zASV1014	17	0	2	26	6	1	54	115	18	21	21	9	35	42	10	11	39	53	26	28	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	2	0	3	0	0
zASV1015	23	118	7	49	12	16	108	127	62	25	5	4	54	92	49	35	44	128	48	43	3	0	0	0	0	5	1	3	1	0	0	0	0	0	0	0	0	1	1	0
zASV1016	93	345	32	235	87	63	131	198	124	62	48	66	233	340	133	130	175	489	161	133	0	1	1	10	0	11	4	2	1	0	0	0	0	0	1	2	5	0	4	0
zASV1017	2	0	1	0	0	0	0	0	2	2	0	0	3	1	0	0	2	0	1	0	24	31	4	38	40	9	54	46	42	13	15	14	17	9	2	168	9	7	43	13
zASV1018	53	0	0	0	10	2	15	29	7	0	51	40	6	6	27	34	15	28	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1019	1	30	4	12	0	1	16	19	7	6	2	2	15	32	20	31	26	52	25	20	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0
zASV102	36	0	1	6	3	2	0	12	2	6	6	4	7	7	1	8	8	15	3	4	76	61	44	101	61	31	100	96	63	20	88	37	53	28	14	342	49	36	34	18
zASV1020	48	135	26	144	43	51	151	186	81	52	58	33	102	146	98	113	82	146	142	143	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	3	0	0	1
zASV1021	8	36	0	13	4	5	33	26	12	16	0	0	15	10	23	22	26	67	60	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1022	7	4	14	22	0	0	0	0	15	4	6	10	71	96	1	0	2	10	69	49	2	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
zASV1023	84	23	28	59	17	21	77	110	66	47	32	9	87	99	34	32	21	42	47	47	56	39	29	42	53	16	113	96	67	51	42	52	60	41	18	457	86	62	97	38
zASV1024	4	9	0	2	1	1	0	5	2	3	2	1	4	3	2	4	1	3	4	0	14	8	9	12	14	1	42	18	12	1	7	3	18	17	0	56	33	24	40	13
zASV1025	32	73	19	50	0	1	3	7	72	42	218	134	33	37	0	0	7	16	47	40	2	0	0	0	3	7	13	19	13	0	2	1	0	0	0	3	3	4	0	0
zASV1026	46	67	9	17	10	12	32	33	19	9	571	269	20	25	21	35	12	54	17	23	6	0	0	10	3	3	4	9	3	0	5	0	1	0	0	4	6	4	4	0
zASV1027	1	0	0	1	10	2	6	8	13	3	4	3	2	1	7	8	3	6	6	13	386	318	3	10	19	11	42	50	19	22	17	5	19	2	7	61	23	6	36	16
zASV1028	0	0	0	3	3	2	0	0	3	1	0	3	1	0	3	0	0	0	0	16	15	6	0	3	1	0	1	0	28	4	6	3	4	0	4	362	0	2	0	0
zASV103	1035	323	353	855	204	178	2578	3451	1228	649	404	95	1494	1606	255	231	553	950	1055	856	61	45	130	213	122	126	380	350	160	56	33	58	63	20	25	515	137	106	42	16
zASV1030	43	23	14	32	14	8	74	105	49	18	11	2	39	66	11	13	27	39	55	43	37	21	39	57	40	35	130	114	52	21	31	20	35	18	6	239	42	28	35	17
zASV1031	3	0	1	0	1	1	1	6	3	0	0	2	0	1	0	2	0	0	0	0	12	7	12	12	15	9	25	27	28	9	11	6	17	3	8	114	18	14	25	8
zASV1032	1	0	1	0	0	0	0	0	1	0	0	1	3	7	2	1	0	5	0	0	3	9	8	20	14	13	18	31	11	6	12	7	9	2	2	105	7	4	10	3
zASV1033	2	11	3	2	1	0	2	9	5	2	0	0	5	1	0	0	1	1	1	0	35	25	52	71	59	40	125	103	74	28	12	6	12	9	7	168	33	16	27	14
zASV1034	65	0	2	11	3	4	6	21	9	6	17	0	6	1	16	8	6	20	2	0	36	13	15	51	42	22	94	88	17	6	28	9	33	14	10	112	37	36	42	18
zASV1035	6	0	0	1	2	0	4	3	1	0	0	2	1	2	2	0	2	0	0	2	23	5	10	14	4	1	29	20	5	3	26	3	5	1	1	37	8	12	7	0
zASV1036	1	0	3	7	2	1	1	4	10	5	1	0	10	17	0	1	6	14	3	3	29	19	12	25	9	1	21	12	22	0	13	19	21	8	4	83	20	10	19	6
zASV1037	39	76	0	1	3	2	13	14	8	3	1	0	2	0	0	0	2	4	1	0	19	11	24	45	16	27	43	43	13	4	9	0	2	1	1	29	5	4	6	1
zASV1038	3	0	0	4	0	2	1	0	11	2	1	1	8	13	1	0	4	15	6	4	27	25	13	37	24	13	19	16	23	6	27	19	18	8	7	169	22	18	26	14
zASV1039	23	16	0	2	0	0	1	4	2	4	0	0	5	6	1	3	1	4	1	4	39	42	16	73	39	28	89	78	96	14	50	18	23	17	19	227	34	17	28	3
zASV104	2	0	2	6	2	0	6	0	10	4	0	0	7	10	2	1	4	11	1	2	118	123	91	442	209	176	391	491	222	67	41	59	80	31	29	908	89	46	131	54
zASV1040	4	0	0	13	3	0	28	62	12	4	1	0	4	5	15	16	4	19	16	7	0	0	1	4	0	1	4	0	0	0	0	0	0	0	0	1	0	1	0	0
zASV1041	8	0	0	2	0	1	0	2	0	0	1	1	0	3	0	1	1	0	0	0	6	5	6	8	11	12	27	18	15	5	5	8	14	2	1	123	10	14	16	7
zASV1043	5	1	0	3	0	0	3	1	0	0	3	0	0	0	1	0	0	0	0	0	9	13	5	4	14	9	20	14	9	4	13	7	5	2	1	46	5	3	3	2
zASV1044	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	36	16	12	18	14	13	20	24	11	4	39	10	25	5	7	117	22	10	16	11
zASV1046	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27	8	13	13	8	4	17	15	16	8	35	10	12	5	6	121	12	17	22	7
zASV1047	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	94	41	34	39	43	18	69	74	55	14	50	34	73	30	13	313	76	48	67	22
zASV1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	7	14	5	3	7	4	16	1	2	7	10	10	1	39	14	16	17	6
zASV1049	4	0	4	9	3	2	18	30	8	7	3	0	15	18	3	4	16	19	4	6	44	31	12	25	23	7	40	27	28	5	30	11	29	18	2	108	43	30	59	24
zASV1050	5	0	1	20	4	4	34	41	21	5	1	3	3	8	8	10	8	32	9	8	0	0	5	8	6	7	16	15	7	2	0	0	0	0	0	9	2	0	6	0
zASV1051	9	0	2	4	3	2	9	14	5	3	1	1	6	7	2	1	4	5	4	4	6	1	1	3	10	5	14	17	14	4	4	1	2	1	2	41	5	1	8	2
zASV1052	1	0	0	0	1	0	1	1	0	0	0	0	1	3	1	0	0	2	0	0	7	9	7	19	18	10	16	16	20	6	16	5	3	3	6	84	6	7	14	5
zASV1053	11	2	0	4	0	0	0	5	0	3	0	3	0	13	2	2	12	18	10	1	98	53	1	6	11	0	2	10	8	0	171	39	23	24	1	69	71	58	67	20
zASV1054	2	0	0	7	4	1	3	5	5	7	2	0	9	14	1	2	3	17	2	4	39	18	6	37	13	6	31	26	35	4	22	26	25	9	3	148	26	12	30	8
zASV1055	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	6	5	8	5	4	39	40	4	1	11	2	0	3	0	12	15	13	2	4
zASV1056	2	2	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	72	32	41	29	31	12	41	46	34	13	114	32	46	16	18	278	48	41	46	22
zASV1057	65	27	37	89	15	25	77	98	73	56	17	8	120	187	54	37	41	70	73	68	76	45	46	68	50	24	123	89	91	17	83	85	89	41	18	510	124	77	90	39
zASV1058	4	7	0	0	0	0	1	0	5	2	0	0	0	8	1	1	5	11	2	0	236	144	16	28	36	10	33	41	44	2	534	160	173	99	28	384	148	83	237	53
zASV1059	20	171	8	47	6	21	75	70	51	21	54	34	56	63	66	67	77	180	44	43	27	29	2	16	15	11	28	25	19	5	15	33	44	16	5	107	24	34	31	21
zASV106	203	0	7	55	40	23	155	243	40	15	196	142	19	31	130	116	34	103	32	25	4	5	2	4	1	5	3	5	1	0	8	5	3	0	1	12	3	2	1	0
zASV1060	17	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	58	0	8	24	2	39	20	7	4	157	77	99	62	4	94	107	77	101	36
zASV1061	130	474	0	3	0	1	0	0	0	0	3	5	0	0	2	0	1	3	0	0	4	3	1	0	1	0	1	0	0	0	1245	0	0	1	2	36	0	0	0	0
zASV1062	239	700	58	212	84	69	189	229	226	121	83	49	129	166	78	75	80	233	55	54	85	65	190	156	80	138	141	96	112	49	21	30	49	20	18	301	26	11	17	17
zASV1063	2	0	4	19	4	2	9	9	17	4	0	3	35	38	13	24	25	68	18	16	3	0	0	0	1	1	1	0	0	0	0	1	2	3	0	10	7	3	3	0
zASV1064	19	30	1	13	7	5	20	30	7	7	102	41	13	9	38	30	15	21	13	14	1	0	0	3	0	2	0	0	0	0	2	1	1	0	0	1	0	1	1	1
zASV1065	106	568	40	168	25	38	106	228	145	65	18	40	107	107	48	36	36	63	53	36	11	1	9	18	15	44	39	16	14	3	0	0	0	0	0	2	0	0	1	4
zASV1066	0	0	0	15	0	3	54	73	10	1	0	0	7	7	3	3	2	12	0	0	0	0	1	19	13	22	125	80	1	10	0	0	2	0	0	67	1049	871	3	1
zASV1067	92	0	1	20	15	9	71	87	38	8	13	5	18	28	11	12	16	55	14	16	11	7	8	24	17	11	31	28	12	9	0	4	4	0	2	62	8	5	5	4
zASV1068	14	0	4	11	2	10	70	86	13	10	42	27	1	0	20	10	4	19	0	2	0	0	3	1	2	2	7	4	3	0	2	0	0	0	0	10	4	3	3	0
zASV1069	33	0	0	3	9	4	16	27	10	0	41	19	7	7	17	25	6	12	3	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
zASV107	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	68	46	63	64	80	15	111	71	86	14	20	142	194	93	9	467	194	171	204	20
zASV1071	4	0	1	15	0	0	4	3	20	8	4	1	2	1	4	2	2	0	5	3	1	0	0	0	4	3	0	2	0	0	0	0	1	0	0	11	5	5	0	1
zASV1072	10	0	1	32	5	9	22	40	20	11	15	11	20	32	40	28	34	60	32	19	14	14	3	9	8	4	5	4	5	2	7	6	15	0	0	47	12	11	14	8
zASV1073	103	15	61	55	15	23	181	210	66	53	50	28	122	132	51	29	69	129	93	80	0	0	0	0	0	0	0	4	0	2	3	0	0	0	3	11	7	1	0	0
zASV1074	25	258	20	152	21	18	253	305	171	89	11	13	45	49	25	32	48	139	131	104	3	0	5	8	5	16	10	4	6	1	2	0	1	0	1	5	6	0	1	0
zASV1075	24	0	6	61	11	20	63	69	42	13	14	12	39	66	47	39	40	66	74	40	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	0	2	0	0	0
zASV1076	11	9	7	39	2	2	63	58	26	20	8	17	15	20	1	9	5	15	49	37	1	0	1	1	0	3	2	3	0	1	1	1	0	0	1	5	1	0	0	0
zASV1077	55	179	24	40	10	16	107	115	181	104	19	15	15	26	5	1	23	37	53	65	0	0	0	2	3	8	11	8	1	1	0	2	0	0	3	8	25	17	0	1
zASV1078	5	44	4	38	2	2	5	15	52	44	3	6	14	6	2	2	5	2	4	3	7	2	1	0	6	1	5	5	3	0	0	0	2	1	1	11	12	11	2	1
zASV1079	17	0	2	12	7	10	34	31	28	15	17	8	11	11	24	20	12	39	30	15	0	0	1	2	3	1	2	0	11	2	0	0	0	2	2	41	2	2	4	1
zASV108	225	0	27	97	31	29	102	200	150	59	42	30	172	264	80	50	62	121	76	73	106	79	50	128	73	50	287	206	199	59	121	87	116	37	25	869	154	112	159	46
zASV1080	39	0	5	17	19	3	49	66	38	21	12	3	4	10	19	28	14	28	25	9	4	4	7	8	5	18	9	16	5	1	1	0	0	0	0	18	2	4	3	0
zASV1081	1	0	0	17	3	4	10	25	23	21	0	0	54	93	16	12	60	132	35	39	2	1	2	7	2	3	4	2	6	0	1	0	2	0	1	11	1	0	0	0
zASV1082	50	149	15	73	22	25	202	267	92	48	6	1	49	77	53	53	66	140	79	52	20	18	40	80	22	81	65	79	31	10	3	1	4	1	3	51	13	3	12	5
zASV1083	22	0	11	91	10	16	145	176	130	51	13	5	19	27	10	22	18	82	70	67	1	1	7	7	3	9	0	3	3	0	0	1	0	0	0	2	6	0	1	0
zASV1084	12	0	8	56	19	23	98	86	43	19	6	2	22	24	42	37	39	70	39	21	3	0	16	22	4	13	19	8	6	3	2	0	1	0	2	37	5	1	0	5
zASV1085	207	181	4	32	54	27	89	128	30	16	266	179	41	36	139	172	36	115	21	17	5	1	2	8	4	5	6	5	4	5	1	0	0	0	3	5	4	0	3	0
zASV1086	87	342	83	238	42	53	268	295	176	92	35	3	157	236	84	48	88	217	129	90	42	37	51	70	79	73	132	100	59	36	74	24	46	25	23	335	74	47	60	14
zASV1087	3	0	2	16	2	5	58	62	16	6	2	0	7	14	21	13	16	36	15	12	4	0	0	1	1	2	1	2	2	0	1	1	0	0	0	1	2	1	5	0
zASV1088	17	93	43	152	13	24	60	78	67	32	73	58	151	261	117	88	142	319	141	98	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
zASV1089	3	0	1	6	1	6	7	9	8	5	7	2	4	8	9	22	8	25	3	9	3	8	1	4	2	3	2	4	1	2	0	4	1	1	0	20	3	1	4	2
zASV109	1	0	3	0	0	0	0	1	4	0	1	3	0	5	2	0	0	3	44	2364	10	1	77	10	1	3	4	8	0	1	99	0	5	2	0	7	11	10	2451	28
zASV1090	30	1	3	9	1	2	20	16	8	3	60	35	9	8	5	4	4	12	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1091	54	19	23	58	20	16	58	101	81	44	7	10	114	195	38	39	42	76	60	45	53	44	52	49	36	22	107	85	93	32	64	38	58	26	24	391	87	40	76	19
zASV1092	223	55	100	183	42	33	629	985	338	211	67	68	257	367	56	29	107	199	249	205	5	6	5	22	13	11	74	23	16	7	2	2	0	2	5	34	24	20	3	1
zASV1093	2	0	0	4	0	0	2	5	23	10	6	4	3	2	5	4	4	3	2	4	1	0	0	0	1	0	3	1	1	0	0	0	0	0	0	3	3	0	0	0
zASV1094	0	0	1	9	3	3	5	13	5	10	0	0	41	57	13	10	33	84	29	15	7	0	0	4	1	4	2	0	1	0	0	0	1	1	0	7	2	2	2	0
zASV1095	1	0	1	24	0	0	2	5	19	9	7	3	12	15	9	10	7	7	25	20	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	10	5	0	0
zASV1096	3	0	11	28	3	8	14	14	19	4	5	0	42	54	28	15	33	64	23	22	8	2	0	0	1	2	0	2	1	1	2	5	3	2	0	11	4	2	1	0
zASV1097	8	102	7	17	9	10	53	60	25	11	5	4	13	22	17	9	15	42	9	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
zASV1099	139	73	88	172	31	26	571	887	318	146	61	26	354	511	34	44	92	246	196	155	0	0	1	15	4	8	13	18	4	2	0	2	0	0	3	32	5	1	1	2
zASV11	51	0	0	131	8	13	106	155	19	474	52	27	21	190	46	61	2	2	274	171	544	591	29	127	381	88	15	19	47	7490	1291	366	23	5	3033	2604	6	4	785	6790
zASV110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	57	59	38	53	58	6	63	47	66	10	36	101	119	93	5	410	135	98	142	28
zASV1100	95	66	14	43	18	11	105	149	37	35	113	69	60	53	60	60	93	195	116	70	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1101	40	123	18	19	13	13	80	72	67	39	27	5	24	26	7	7	18	47	36	33	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	2	14	2	0	0
zASV1102	17	0	2	26	6	7	35	72	36	15	7	5	27	34	9	14	10	41	28	22	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	7	0	0	0	0
zASV1103	89	0	4	27	9	17	45	71	25	12	15	9	43	39	38	26	27	92	36	20	17	10	4	16	8	0	13	13	8	3	36	6	7	8	2	57	5	18	12	6
zASV1104	0	0	0	13	2	3	8	8	12	6	1	1	8	16	21	15	8	14	4	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
zASV1105	38	25	35	33	1	4	72	83	52	32	13	3	47	55	6	3	27	40	65	49	0	4	3	6	3	5	17	16	4	3	3	6	12	1	1	8	3	5	3	0
zASV1106	11	16	13	113	10	24	15	43	51	44	0	0	94	92	7	7	49	101	59	31	90	45	21	37	40	15	36	36	41	15	42	11	47	32	8	156	63	64	129	30
zASV1107	75	19	34	74	14	9	183	210	142	93	27	14	135	163	16	12	64	86	201	151	1	4	7	13	7	8	43	32	16	3	12	6	11	3	4	41	17	17	12	1
zASV1108	82	146	17	30	16	27	111	227	170	98	78	19	59	58	8	17	43	98	85	70	0	0	0	0	0	0	7	2	0	1	1	2	0	0	1	11	31	5	0	0
zASV1109	23	0	7	27	5	3	58	82	42	19	8	4	44	79	9	13	10	25	57	52	0	0	0	1	0	1	4	2	1	0	0	0	0	0	0	3	0	0	0	0
zASV111	77	0	28	70	21	19	171	323	140	52	31	11	90	124	32	31	40	86	94	99	3	4	6	12	15	12	30	26	17	5	7	4	7	1	7	53	18	9	7	3
zASV1110	12	0	5	40	8	5	77	121	32	25	5	0	18	23	40	24	25	75	30	22	0	4	2	7	1	5	0	3	2	0	5	0	0	3	0	4	1	0	3	1
zASV1111	7	0	3	16	0	8	31	35	23	11	3	16	6	22	3	5	10	11	42	14	1	0	0	9	1	1	2	1	3	0	0	3	1	0	1	12	0	1	2	0
zASV1112	0	0	2	10	4	1	2	8	15	7	0	0	34	33	12	7	14	46	17	17	2	0	1	2	1	0	3	1	2	0	0	0	0	0	0	5	0	0	0	0
zASV1114	72	0	6	21	24	9	50	73	37	12	198	115	34	51	84	81	25	77	34	32	1	2	0	0	1	1	4	2	4	1	1	2	3	0	0	7	2	2	0	1
zASV1115	14	26	3	12	10	10	43	59	27	16	1	0	15	15	24	18	19	36	15	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1116	88	0	4	56	12	5	152	203	29	24	40	27	49	56	27	15	30	95	52	44	9	6	0	7	5	5	21	18	9	3	30	17	13	9	2	60	10	9	10	1
zASV1117	220	220	45	119	74	57	294	525	158	111	118	67	176	223	191	139	257	611	304	234	1	6	3	2	0	3	2	1	0	1	1	3	0	0	0	7	1	2	0	0
zASV1118	0	0	0	0	8	2	1	4	5	0	0	5	0	2	1	2	1	4	14	7	183	144	5	5	3	5	30	23	9	11	17	6	2	0	2	31	13	5	19	13
zASV1119	191	64	55	195	54	43	201	269	218	103	47	23	312	397	112	89	101	201	218	183	92	87	69	105	89	36	192	179	147	41	97	117	148	75	35	732	147	133	169	47
zASV112	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	3	0	89	92	92	123	104	19	117	73	113	22	33	229	201	140	11	708	300	210	292	55
zASV1120	94	0	6	26	21	15	51	115	38	18	214	140	36	32	81	85	33	62	33	38	2	0	3	2	0	8	3	1	0	2	2	0	0	0	0	19	4	0	1	0
zASV1121	69	0	49	106	30	13	108	187	110	42	21	20	136	184	35	23	42	79	98	75	29	15	15	37	30	14	73	78	59	19	13	30	18	19	6	233	38	34	38	9
zASV1122	31	0	0	13	0	5	8	32	7	4	34	37	8	4	6	2	6	13	16	28	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	1	2	0	0
zASV1123	3	29	3	4	22	6	9	5	13	1	7	6	1	1	30	16	10	8	10	11	569	427	12	31	14	8	67	75	19	26	28	2	21	6	6	63	19	13	43	13
zASV1124	16	0	0	0	0	0	7	4	3	1	14	7	1	0	0	1	4	3	0	0	21	5	5	41	17	14	49	49	21	6	21	2	4	2	0	50	16	6	5	2
zASV1125	21	15	5	14	9	4	13	12	29	7	2	0	6	10	2	3	7	18	3	3	91	23	102	143	47	43	85	80	91	36	72	18	16	9	14	364	31	29	48	12
zASV1126	32	148	20	107	18	29	68	135	100	44	16	38	152	209	86	47	81	215	47	50	127	108	121	240	157	80	255	208	137	58	171	94	154	106	46	1018	205	102	143	56
zASV1127	6	53	3	9	2	4	18	26	16	7	0	0	6	3	7	5	4	6	14	7	51	35	78	91	80	57	123	116	65	17	14	7	15	9	1	110	27	16	22	8
zASV1128	5	3	0	4	1	0	3	6	4	4	1	1	2	0	5	2	1	7	1	1	61	39	83	93	44	43	109	83	73	28	33	11	16	6	8	162	18	21	33	10
zASV1129	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	69	23	42	175	102	30	170	132	66	31	50	25	81	21	29	390	114	59	139	38
zASV113	1193	1635	62	285	209	197	1068	1575	260	124	1303	861	135	194	771	746	268	528	233	199	73	48	21	26	24	24	49	48	26	4	52	23	40	13	8	148	43	37	21	12
zASV1130	10	4	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	26	28	17	36	17	14	31	38	31	5	37	21	25	21	8	108	24	19	33	8
zASV1131	4	0	0	1	0	0	0	0	2	2	0	0	5	2	1	0	2	4	0	1	10	7	6	17	3	3	15	11	15	2	12	3	5	6	5	63	14	12	19	2
zASV1132	16	4	0	2	1	0	0	1	0	0	2	0	0	1	2	2	1	6	0	1	106	100	31	93	62	46	75	94	65	15	123	51	80	36	15	334	112	50	80	33
zASV1134	1	0	3	6	0	2	6	10	4	2	1	3	3	6	3	5	1	5	1	1	5	9	10	13	9	1	18	17	12	0	11	1	3	2	1	43	6	4	5	1
zASV1135	20	3	1	6	3	0	29	32	25	10	5	1	13	26	2	6	7	20	13	15	13	11	12	19	13	8	45	42	23	12	12	9	10	1	3	79	17	8	15	9
zASV1136	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	86	42	13	43	45	7	61	57	45	11	71	32	60	32	7	222	60	38	72	40
zASV1137	3	0	0	1	1	0	2	0	2	2	0	0	1	5	0	0	0	1	0	0	14	7	11	35	34	21	56	62	26	7	9	6	1	0	3	94	4	11	12	3
zASV1138	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	56	26	15	29	28	3	26	34	22	10	33	29	40	18	4	172	32	24	35	14
zASV1139	1	0	0	1	0	0	0	2	2	0	0	0	0	1	1	1	0	0	0	0	39	30	5	26	27	4	16	15	15	4	37	23	22	16	5	138	28	12	42	7
zASV114	122	0	18	109	24	24	291	456	153	72	50	29	186	278	59	48	67	157	153	133	7	3	1	11	6	9	15	11	12	5	2	3	4	0	0	56	13	8	5	1
zASV1140	16	0	0	3	0	1	0	4	1	0	0	0	1	0	4	9	1	5	1	2	33	40	17	42	36	21	37	48	46	18	31	6	23	13	10	214	31	24	20	2
zASV1141	3	0	0	1	1	2	2	5	6	4	0	0	2	15	3	0	7	6	4	1	26	27	17	13	16	11	16	9	7	1	29	29	36	16	1	114	41	15	24	10
zASV1142	1	0	4	4	0	2	12	27	5	6	0	0	6	6	2	7	3	18	4	1	21	23	7	13	12	5	27	16	5	4	12	2	12	12	5	47	23	16	34	3
zASV1144	3	7	0	0	8	3	16	16	1	1	17	30	0	2	2	0	5	7	1	0	28	4	18	52	76	34	494	435	39	11	6	2	21	14	7	125	137	118	35	5
zASV1145	10	0	4	1	2	0	11	12	12	8	1	3	5	7	3	2	2	7	7	4	4	6	7	8	14	5	18	23	14	4	5	9	4	3	8	34	6	4	6	3
zASV1146	1	0	0	0	0	0	0	1	2	0	0	3	0	1	2	0	1	0	0	0	18	6	7	9	9	1	12	15	23	5	5	6	9	8	1	65	11	20	9	7
zASV1147	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	4	0	1	4	8	4	19	15	7	14	18	9	4	4	5	5	2	8	69	4	2	7	6
zASV1148	0	0	3	2	0	0	0	2	2	0	0	1	4	1	11	5	0	1	3	2	83	16	6	9	18	5	10	14	12	3	83	27	17	18	1	90	26	22	36	12
zASV1149	2	0	0	9	3	2	1	3	4	10	2	0	14	20	0	1	12	9	1	3	28	26	15	20	18	3	14	21	24	7	22	23	22	9	9	96	23	15	16	1
